article_url,comment_text,comment_date
https://www.thejournal.ie/rishi-sunak-northern-ireland-protocol-deal-imminent-5997518-Feb2023/,"This really is make or break time for the DUP….how to spin the deal made between the UK & EU as if it’s a victory because if there is a EU/UK deal on the NI Protocol then that’s it, there won’t be another, that’s as good as it will get for them. They need to spin the narrative to make it look like they gained something. They need Sunak to make it look like the DUP have gained. “Constructive ambiguity” has been the only way progress has ever been made in N Ireland, making it appear every side gets what they want. The challenge is that the rules around the EU single market are not really open to such ambiguity.","Feb 16th 2023, 8:19 PM"
https://www.thejournal.ie/rishi-sunak-northern-ireland-protocol-deal-imminent-5997518-Feb2023/,"Here we go again, the DUP throwing their Toys out of the Pram before they even see what’s on offer, and as normal they want everything and give nothing. The Good Friday Agreement needs to be renegotiated/amended so the rest of the moderate Political Parties can move forward so a Power Sharing Government can be put in place and leave the DUP marginalised.","Feb 16th 2023, 9:09 PM"
https://www.thejournal.ie/rishi-sunak-northern-ireland-protocol-deal-imminent-5997518-Feb2023/,Would say the DUP will be told what they think,"Feb 16th 2023, 8:16 PM"
https://www.thejournal.ie/rishi-sunak-northern-ireland-protocol-deal-imminent-5997518-Feb2023/,Wasting his time the answer is still NO,"Feb 16th 2023, 9:39 PM"
https://www.thejournal.ie/rishi-sunak-northern-ireland-protocol-deal-imminent-5997518-Feb2023/,They should drop the D from DUP.,"Feb 16th 2023, 11:11 PM"
https://www.thejournal.ie/rishi-sunak-northern-ireland-protocol-deal-imminent-5997518-Feb2023/,The hee haws will have him bringing back Concorde as he won’t be able to get away from them quick enough.,"Feb 16th 2023, 9:25 PM"
https://www.thejournal.ie/rishi-sunak-northern-ireland-protocol-deal-imminent-5997518-Feb2023/,Hopefully the kids will be happy!!,"Feb 16th 2023, 9:44 PM"
https://www.thejournal.ie/migration-uk-eu-after-brexit-5561000-Oct2021/,"UK: Go home, Johnny foreigners, stop taking our jobs. Johnny foreigner: OK. UK: Actually, would you mind coming back? We realised there’s lots of jobs that we don’t want to actually do.","Oct 3rd 2021, 10:27 PM"
https://www.thejournal.ie/migration-uk-eu-after-brexit-5561000-Oct2021/,@OnlyHereForTheComments: aren’t capable of doing would be more accurate.,"Oct 3rd 2021, 10:30 PM"
https://www.thejournal.ie/migration-uk-eu-after-brexit-5561000-Oct2021/,@Vonvonic: not true. Immigration was used to keep wages low in some sectors. The British know more about truck driving than anyone but the wages collapsed in the last 30 years.,"Oct 4th 2021, 12:22 AM"
https://www.thejournal.ie/migration-uk-eu-after-brexit-5561000-Oct2021/,Good balanced article.,"Oct 3rd 2021, 9:30 PM"
https://www.thejournal.ie/migration-uk-eu-after-brexit-5561000-Oct2021/,Good reading in this.,"Oct 3rd 2021, 10:18 PM"
https://www.thejournal.ie/migration-uk-eu-after-brexit-5561000-Oct2021/,Go to the channel it’s wide open,"Oct 4th 2021, 12:48 PM"
https://www.thejournal.ie/migration-uk-eu-after-brexit-5561000-Oct2021/,"This article commenced with a statement that is incorrect. The free-travel arrangements between Britain and Ireland exist as a formal treaty between the two jurisdictions, and subsisted during the time we were both in the EU, and continues in force even though the UK is outside the EU. It applies only to citizens of the UK and Ireland. It is not a free travel zone for non-Irish EU nationals, nor third country nationals.","Oct 29th 2021, 7:07 PM"
https://www.thejournal.ie/irish-exports-highest-level-ever-5683731-Feb2022/,Great news,"Feb 15th 2022, 4:05 PM"
https://www.thejournal.ie/irish-exports-highest-level-ever-5683731-Feb2022/,@Liam MacSuibhne: yes indeed and it’s notable that the usual Ireland bashers and moaning aren’t commenting on this good news article. Credit where credit’s due!,"Feb 15th 2022, 4:10 PM"
https://www.thejournal.ie/irish-exports-highest-level-ever-5683731-Feb2022/,@Paul Jude Redmond: A tad ironic:),"Feb 15th 2022, 4:21 PM"
https://www.thejournal.ie/irish-exports-highest-level-ever-5683731-Feb2022/,But the country can’t afford to lower tax on fuel or help the disabled in this country,"Feb 15th 2022, 4:26 PM"
https://www.thejournal.ie/irish-exports-highest-level-ever-5683731-Feb2022/,British lorries coming from the continent in through Roslair and out through Larne . Waken up.,"Feb 15th 2022, 5:29 PM"
https://www.thejournal.ie/irish-exports-highest-level-ever-5683731-Feb2022/,@Charlie Ward: British Lorries also going out through Rosslare and Dublin to France.,"Feb 15th 2022, 8:31 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"The UK is currently bringing forward several bills to control their borders, including looking at making it illegal to be in the UK without a valid visa if one is needed to get around the ECJ rulings on asylum seekers. To be honest, why would the Irish complain? They are doing what they set out to do, it doesn’t effect Irish people and it’s their prerogative. Whether I agree with it or not, as it doesn’t effect Irish citizens, I don’t believe it’s something that Ireland should be raising. Let Stormont raise it if they disagree","Dec 9th 2021, 3:48 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@Local Ore: Exactly.,"Dec 9th 2021, 3:50 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@Local Ore: Dead right.,"Dec 9th 2021, 3:50 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Well I never. The Brits at it again. Who’d have thunk it?,"Dec 9th 2021, 3:47 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@Liam MacSuibhne: and !!,"Dec 9th 2021, 6:02 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,And that’s the end of NI tourism… Ffs,"Dec 9th 2021, 3:49 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@Hairy Teeth: maybe if you want to do a day trip to Giants Causeway or Belfast. But still should be able to get the approval easily enough,"Dec 9th 2021, 3:59 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"@Hairy Teeth: Only means that Non-Irish EU citizens need a travel visa. They already had immigration laws for every country other than EU countries and the requirement will be an ETA basically that lasts 2 years, it will only not be granted if you have a criminal status so basically it’s the end of Non-Irish EU citizens with criminal status entering NI without a Visa…. It would be a unique set of offerings in NI if that was the bulk of their tourists","Dec 9th 2021, 5:38 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Grand make it difficult for them to visit Europe. Goes both ways.,"Dec 9th 2021, 5:20 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@ChadChaderson: Esta authorisation for Brits traveling to Europe starts next year,"Dec 9th 2021, 5:48 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@ChadChaderson: The EU has already introduced this for UK tourists & it comes into effect next year. Were the EU wrong to do this? I seem to remember there was glee on this site when it was introduced by the EU lol,"Dec 9th 2021, 6:30 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Sure as I understand you simply apply every two years or so for multiple entry. So not a real big deal It is a political game to show Brexit “works”,"Dec 9th 2021, 4:08 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Only card they have left to play. They’ve realised that mainland Europe despises them even more than before so using the North as a pawn to create a stir. Border poll would sort it all out. Wouldn’t be any issue for our island then.,"Dec 9th 2021, 5:14 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@Ara We Do Ya: No just a whole load of new problem this country doesn’t need or can afford.,"Dec 9th 2021, 5:20 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"@Roy Dowling: this can’t afford nonsense has been disproven again and again, google it and you’ll see loads of studies from here and the UK saying we would infact be able to fund a United Ireland.","Dec 9th 2021, 5:37 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"Perhaps it shows how the sea border isn’t hard enough, and that they should be checking that once people cross from Northern Ireland into Britain.","Dec 9th 2021, 4:16 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"@Mick Tobin: The legislation will also make it easier for UK authorities to retroactively rescind UK Passports, so when they divest themselves of NI they can just remove UK citizenship from those born in NI.","Dec 9th 2021, 4:57 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"@Diaspora’d: I didn’t know it was part of that particular legislation, but I do doubt that would be something the UK govt would want to do in case of Irish unity – I would expect dual citizenship to be part & parcel of a unity arrangement.
But I do think that perhaps now there is a clear thing Ireland (& the EU) could put on the table to ask in return during discussions about the NI protocol: that this be scrapped & people can continue to move freely across the island.","Dec 9th 2021, 5:07 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Fantastic idea,"Dec 9th 2021, 6:26 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Do they not realise that over 90% of foreign tourists who visit NI arrive initially into the South and then head north for a day or two. It will not be good for tourism in NI. Wait for the outcry from the people who rely on The Viking Experience and the Giants Causeway etc for their living.,"Dec 9th 2021, 8:33 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Whitehall yet again forgetting what the Common Travel Area actually means.,"Dec 9th 2021, 5:38 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"@Eoin Roche: How? It does not apply to Irish or British citizens. The CTA is for Irish and British citizens. This literally only requires Non-Irish EU citizens to have a visa to enter NI, if they worked there before Brexit they have pre-settled status so no effect, it literally only requires Non-Irish EU citizens to apply for an ETA that lasts 2 years. People have claimed Americans can’t holiday there now – they aren’t effected, there was already immigration rules for them – they have claimed it breaks the CTA – it doesn’t have any effect at all – they have claimed Germans can’t work in NI anymore – no change whatsoever. How are people misunderstanding this so badly?","Dec 9th 2021, 5:46 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,@Eoin Roche: You mean like where we don’t have to show our passports & queue up with everyone to enter the UK but they have to get into a queue & show their passports to get into Ireland? That common travel area you mean? Strikes me the UK embraces it but we don’t,"Dec 9th 2021, 7:50 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"Anyone who is not a citizen of the CTA traveling from The republic to NI would technically need this ETA but as there is no one on the border to check it, the point is moot.","Dec 9th 2021, 5:52 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"I live on the border, I take it no one from the British government has ever set foot around here, there’s absolutely no way they can police every single border crossing on our island","Dec 9th 2021, 10:51 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Fantastic need,"Dec 9th 2021, 5:41 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,What about UK citizens living in the EU? Will they have to get visas?,"Dec 9th 2021, 8:41 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"@Terence Liston: to go to NI? No, why would they. It is all based on citizenship , not residency","Dec 9th 2021, 9:05 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Block UK goods coming to the Republic two can play those mind games,"Dec 9th 2021, 6:12 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,"@Mick Dunne: Eh, we need those goods! That’s why we ordered them!
What non-British, non-Irish residents of Ireland could do would be to refuse to travel to NI for a week in the run up to the elections later in the year. Be interesting to see if it is all a storm in a teacup or if it is actually something that the politicians in GB and NI need a rethink on.","Dec 9th 2021, 9:31 PM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,It’s the British enforced border in Ireland – NOT the Irish Border,"Dec 10th 2021, 11:28 AM"
https://www.thejournal.ie/uk-bill-visa-non-eu-citizens-northern-ireland-border-5625136-Dec2021/,Fair GB must Q to get into The EU so they have to Q to get into N.Ireland ….The EU in 2 years will Dissolve from what I’m reading of unrest from there Dictatorship members.,"Dec 10th 2021, 3:04 PM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"And we will not be extending the deadline for your Sausages Boris- no wait , you will extend that unilaterally","Jun 23rd 2021, 7:22 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"Any extension would lead to more uncertainty and was not a “solution”.
What is good for the goose is good for the …..
Sound Dvice from the British government.","Jun 23rd 2021, 7:24 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"@George Vladisavljevic: it’s laughable, here in Spain all the Brits want deadlines for residency and driving licence application to be extended","Jun 23rd 2021, 8:44 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"Odious Tories know EU will extend for chilled meats to avoid fingerprints on loyalist 12th July threats, whilst Whitehall denies grace to EU nationals.","Jun 23rd 2021, 7:47 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,@SheepleDog: very possibly. I already started boycotting anything UK: not going to support them in any ways,"Jun 23rd 2021, 8:01 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"@Attilio: Same, I’m refusing to even shop in Tesco. Anything that’s produced in","Jun 23rd 2021, 8:11 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"i wonder if these citizens could just extend the deadline … unilaterally? I mean, the UK government should really show some … flexibility.","Jun 23rd 2021, 8:55 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"On this day, the fifth anniversary of the Brexit Referendum, many in UK will surely be questioning what the hell has happened, where have our politicians taken us, what kind of a country are we creating?
It looks as if economic calamity – and the arrival of IMF, again, like in early 70’s when UK economy became ‘sick man of Europe’ and was only rescued by joining EEC (EU then) – will be the only event that can halt the Brexit gallop.
An incredible ironic fact,is that when an EU member,UK chose not to invoke a clause within EU rules that would have allowed it cap numbers of unskilled entrants from EU countries. Presumably, this was done to keep a lid on higher wage rates at home in case of any shortages. So it seemed happy then to keep EU doors open!
Brexit’s days must be numbered.","Jun 23rd 2021, 9:03 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"@Rory J Leonard: They aren’t unfortunately, they are doubling down on the “success” of what they laughably call Global Britain. Brexit was and is a mistake, but those who voted for it will never admit it. It was always an English nationalist project anyway, fueled by xenophobia and decades of anti Europe propaganda in newspapers owned by non-dom millionaires.
A few tough decades in the wilderness, including the probable break-up of “the Union” may finally put paid to arrogant exceptionalism and a colonnial mentality.","Jun 23rd 2021, 10:30 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"@DJ François: utter uninformed nonsense. Suggest you speak to the millions of red wall Labour voters who voted for Brexit, or indeed the majority of the Welsh electorate.. are they English xenophobic nationalists in your mind too? There is a strong British left wing eurosceptic tradition you are obviously unaware of. Even the UK Communist Party supported Brexit. But it suits EU fanatics to propagate the notion that any kickback against the project must be inspired by rabid right wing xenophobia. Britain decided democratically to leave the EU, good luck to them, that’s their outlook. ncidentally you are also obviously equally unaware of recent trade figures between the EU and UK…We in Ireland should be more concerned about the direction the EU is now going in especially as the bigger states in recent weeks are beginning moves to remove national veto on policy. As for childish notions of boycotting Britain.. Yeah sure. Let’s decimate our agricultural industry among others and risk the privileges citizens of both countries enjoy under the common trade area to placate some daft EU super nationalism.","Jun 23rd 2021, 12:43 PM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"@Attilio: Me too, I’m even boycotting their language, I won’t watch, read, speak or write anything in English.","Jun 23rd 2021, 9:55 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,"- “His comments came after Downing Street said it was trying to identify tens of thousands of Europeans living in the UK who are yet to apply for the post-Brexit residency scheme.”
Precisely the issue that led to Brexit in the first place, since the UK has never wanted to implement basic civic registry. UK nationals in the Netherlands received letters on the Dutch equivalent of settlement ages ago.
Because of that issue, the UK could never implement the basic EU immigration rules, such as that job seekers can be sent home after three months. They simply had no idea who these people were. And consequently David Cameron was sent home in early 2016 after asking for tighter immigration controls, with the implicit message to get his own house sorted out first. It’s a sad state of affairs.","Jun 23rd 2021, 11:44 AM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,I am only using American from now on,"Jun 23rd 2021, 2:21 PM"
https://www.thejournal.ie/no-extension-brexit-residency-scheme-uk-5474654-Jun2021/,@Brian Doherty: is it a difficult language to learn?,"Jun 23rd 2021, 6:41 PM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"Northern Ireland should be allowed have a vote on the Protocol. They already voted against Brexit. The problem with this would be Unionists seeing it as a stepping stone to a United Ireland and voting against it. However, Ireland would only need to convince a small minority of Unionists that the Protocol is the best way to protect their position in the UK. The Protocol is clearly working extremely well. It is benefiting everyone up north. The only alternative is a hard border and I’m sure a majority up north don’t want that.","Oct 21st 2021, 7:31 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"@ShaneO’Mac: With respect, the Protocol is not, in my opinion, working ‘extremely well’. I am due to export a pup to Ireland this weekend. It has cost me hundreds of £sterling to comply with EU regulations requiring the pup to be vaccinated against rabies, and get an Export Health Certificate, even though there has been no rabies in GB or Ireland since 1922. It was reported in The Times this week that the EU diplomat charged with renegotiating the protocol personally favours abolishing this anti-rabies provision but has been blocked by the Brussels bureaucrats. Even for a Remainer hostility to Brussels is growing.","Oct 21st 2021, 11:39 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"@Patrick Brompton: that’s Brexit you just described, not the protocol.
Unless you’re suggesting the protocol didn’t go far enough","Oct 21st 2021, 11:46 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,It just tells You The Brains Borris and Co Have when they signed The Agreement,"Oct 21st 2021, 7:12 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"@pat seery: Yea, and sadly it shows the lack of Brains the DUP, and the other Anti-Protocol Groups have in Northern Ireland, if they allow this to happen, despite being told by the Buisness and Farming Organisations, to mention just a few, that the modified Protocol is good for NI and it’s People, as it will then have the best of both worlds and it will become a magnet for international Investment. If the DUP and the other Anti-Protocol Groups really care about their Constituents more than their Flags, let NI develop to its full potential, and give the Protocol a chance.","Oct 21st 2021, 7:46 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,@Owen McGinley: You could Not have Explained it Better,"Oct 21st 2021, 9:36 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"Dara O’Briain compared Britain’s obsession with “total sovereignty” to the US obsession with the 2nd Amendment being sacrosanct. In other words it must be preserved at all costs, even when it becomes damaging.","Oct 21st 2021, 7:29 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,@Cian Nolan: An obsession with “religious sovereignty” was behind the religious Brexit of Henry 8th. The divisive hate machines created by such moves are easy to switch on but difficult to switch off.,"Oct 21st 2021, 10:09 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"@Tom Molloy: Since England’s the driving force behind Brexit, the desire for total sovereignty over the UK could perhaps also be compared to Texas wanting total sovereignty over the US.","Oct 21st 2021, 11:47 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"The protocol is NOT going anywhere! You messed up Britain with your Brexit…. Now do one! Sick to my back teeth listening to your moaning and complaining about the protocol. You signed up to it, now just get on with it!!","Oct 21st 2021, 7:36 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,@Brian Kelly: It doesn’t need to go anywhere. Article 16 is the protocol and that is the part of the Protocol the UK will use.,"Oct 21st 2021, 11:32 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,@S91: we’ll I hope they use it then and let the rest of us get on with business.,"Oct 21st 2021, 1:59 PM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,The DUP and British gov rejecting something that improves conditions and operating environment for Northern Ireland because they are too proud. Nonsensical to a normal person but that thought doesn’t align to the British way being smug and not having an notion what is going on.,"Oct 21st 2021, 8:34 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"Negotiating with this British government reminds me of the saying about the reasons why you should never play chess with a pigeon. It will knock over all the pieces, s*it all over the board and then strut around like it won anyway.","Oct 21st 2021, 9:51 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"Anyone who negotiated this, signed it and sold it to there audience as “a great deal” but then renages on it and tries to renegotiate it as its unacceptable is surely too incompetent to run a country!","Oct 21st 2021, 9:01 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"In an article on the NI Protocol, you fail to mention the Good Friday Agreement even once. The GFA is the reason behind the protocol.
Poor stuff.","Oct 21st 2021, 8:20 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"@LiamMac2018: that seems quite fitting because the Tories don’t care about it. It’s simply not in the list of their considerations.
The only reason they care about NI at all is because it’s another chance to “fight the good fight” against the EU. They need something, ANYTHING, to distract from the problems Brexit created.","Oct 21st 2021, 9:57 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"Perspectives. And reality. These can be two very different things.
There is one reality: a deal was negotiated and signed by both EU and U.K. It will remain in place.
It matters not a jot what the uneducated, brainwashed mob in U.K. think or ‘feel’.
The rest of the world cannot alter their own realities to suit the minds of a reality-tv, tabloid-infested country.
Wake up and stop wasting everyone’s time","Oct 21st 2021, 8:15 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"Me thinks the UK should recalibrate their understanding…the UK has been, is and continues to encroach on Ireland’s sovereignty.","Oct 21st 2021, 10:28 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"With all the talks on Northern Ireland protocol and it’s importance , Sinn Fein have remind very quiet ..","Oct 21st 2021, 8:06 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"@Ciaran: no need, seem able to distroy the union themselfs. No doubt Boris would hand over the north tomo morn if had his way.","Oct 21st 2021, 8:20 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,@Ciaran: Probably because they’ve no need to interfere. Britain has dug the hole and now they’re making it bigger so they can all throw themselves in.,"Oct 21st 2021, 9:21 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"Anyone insistent the protocol is “going nowhere” needs a reality check.
The UK can easily withdraw from it, because you can’t stop them, only respond with tariffs etc. That doesn’t undo it.
This Tory government is not even very concerned about reputational damage. And even then they’ve been rather successful with the narrative that the protocol is causing significant disruption when I don’t see much evidence that things are any more disrupted in NI than England. If anything it seems less.
If the UK government withdraws there’s very little than can be done to stop it in practice. A trade war would play to their narrative of the Brussels bullies still trying to control the UK.","Oct 21st 2021, 9:51 AM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"@Gerard: and what of it if it plays into the Brussels bullies narrative? Frankly we need to cut the UK loose, and if bridges get burned so what? If anything I’d argue we should consider looking for bridges to burn so that these 1d10ts will never again affect the European project.","Oct 21st 2021, 7:23 PM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,@Gerard: The US won’t be doing trade deals if Bozo endangers the GFA. The Tories don’t have too many good options. They want this distraction to last as long as possible.,"Oct 21st 2021, 8:27 PM"
https://www.thejournal.ie/readme/northern-ireland-protocol-5579506-Oct2021/,"This is going to get very very nasty…The EU will under no circumstances allow Ireland to be cut off because of England’s poisonous crackpot ideology and the hammer will come down on the Channel. They have copious levers and will se them against what is now a sworn enemy.
Dear Stena and P&O
As you know the British have withdrawn checks on NI ports. This leaves our SM open and we take this very seriously. We would ask to to suspend freight services to NI ports instead running them through Dublin or Rosslare to ensure full checks take place.
Yours sincerely
EU Commission.
What are they gonna do? Tell the EU to clear off…10 mins sorted…How’s your sovereignty now.","Oct 21st 2021, 12:14 PM"
